source target length delay admittance
0 1 0.1 0.05213277677604245 8.07359253388728
1 1 0.1 0.05213277677604245 8.07359253388728
2 1 0.1 0.05213277677604245 8.07359253388728
10 3 6.306382697894928 0.022007475160903307 47.19746226472858
3 4 6.306382697894928 0.022007475160903307 47.19746226472858
4 4 5.298119682895505 0.02326045892836328 40.88205049073577
11 5 4.996616096692287 0.02155006655912981 62.26585812009472
12 5 4.996616096692287 0.02155006655912981 62.26585812009472
20 5 24.23119549177657 0.03448172889503265 23.099592107312255
21 5 24.23119549177657 0.03448172889503265 23.099592107312255
28 5 11.432181469854967 0.024276458396984547 11.08167112235137
31 5 8.784015283036078 0.02385837624454335 15.509875214495626
32 5 8.784015283036078 0.02385837624454335 15.509875214495626
33 5 8.535558665387347 0.02584397559833643 12.41534148097733
13 6 13.769350132403678 0.023375740243885845 11.695832238527302
29 8 13.163817455183626 0.029015464586031332 11.448270205068514
37 9 13.163817455183626 0.029015464586031332 11.448270205068514
44 9 13.163817455183626 0.029015464586031332 11.448270205068514
34 10 7.494298176499446 0.02284145985718082 13.734805750139465
35 11 7.494298176499446 0.02284145985718082 13.734805750139465
36 11 5.004742897098305 0.019090373446162913 25.281201409535292
27 12 5.004742897098305 0.019090373446162913 25.281201409535292
38 12 7.860366631273907 0.10517646111586826 14.726724528878007
39 12 5.043034361638141 0.020463984951597063 29.282321080098633
40 12 5.043034361638141 0.020463984951597063 29.282321080098633
46 12 5.043034361638141 0.020463984951597063 29.282321080098633
30 13 4.729746913730395 0.018819245871953234 18.75112522925151
45 13 2.5728753890187837 0.01087483238963837 24.779880619186013
41 14 0.1 0.03792109106224213 7.16121139459269
47 14 3.114493374481846 0.011304799772891175 81.47617203593711
48 14 7.431622714089613 0.02095683331396938 25.486068898188257
51 14 0.6405816543029477 0.007893730915197152 92.84767026930412
52 14 0.6405816543029477 0.007893730915197152 92.84767026930412
22 15 0.6405816543029477 0.007893730915197152 92.84767026930412
50 15 7.0201047313541425 0.014244213593400883 21.37173725702696
49 16 3.1950678979210236 0.013732284884068371 27.867242625183042
53 17 3.1950678979210236 0.013732284884068371 27.867242625183042
54 17 0.7967433334853659 0.005440378588557665 92.84767026930412
23 18 1.5069683352225014 0.011446514651829241 34.17589303911855
24 18 1.5069683352225014 0.011446514651829241 34.17589303911855
25 18 1.5069683352225014 0.011446514651829241 34.17589303911855
42 18 10.61664827083848 0.016884363400478632 12.182219193078518
43 18 13.262191064650624 0.029619308833179772 9.179750419148691
14 20 13.262191064650624 0.029619308833179772 9.179750419148691
26 20 0.1 0.021710961410480387 7.952847853551283
5 21 12.585109656467367 0.017365307470048837 25.653510004450297
15 22 3.3277259995058555 0.012485571897569584 19.528784297660536
16 22 4.507208717464339 0.014868997437786177 13.692843705338609
17 22 4.63493460897549 0.01311387687041571 22.659631946943527
55 22 4.528378115572093 0.01471242978475061 14.451266809755062
56 22 2.7116359340179548 0.07446792110951267 28.505704457184144
57 22 0.1 0.0285596808843559 7.600970421408228
58 22 0.1 0.0285596808843559 7.600970421408228
59 22 3.1985300966790016 0.08143412144584947 23.702160786217014
62 22 1.877669047111485 0.007734443208090761 31.90923343841757
63 22 5.026549668838358 0.018416294958555197 30.353271116292632
64 22 5.026549668838358 0.018416294958555197 30.353271116292632
69 22 5.026549668838358 0.018416294958555197 30.353271116292632
6 24 5.026549668838358 0.018416294958555197 30.353271116292632
7 24 14.581310842041663 0.022249737333188028 11.607912878097952
65 24 7.132126699453774 0.019608244721077524 13.5291992767321
18 25 3.094869564864139 0.011654161656143814 23.46299258595672
19 25 0.1 0.0346569918629933 8.571558219540556
70 25 0.1 0.0346569918629933 8.571558219540556
71 25 0.1 0.0346569918629933 8.571558219540556
74 25 6.576797611505411 0.018534763903613725 55.77743229015555
75 25 15.91556821737943 0.024705338729912672 24.15078845088772
80 25 8.933149047037563 0.02435231852138852 10.357841468981471
82 26 8.933149047037563 0.02435231852138852 10.357841468981471
83 26 3.7050226461336573 0.009318765561903319 44.7213605495961
81 28 4.298908280227127 0.01737204812563725 17.87221505665237
60 29 4.298908280227127 0.01737204812563725 17.87221505665237
84 29 4.679073679485999 0.01757887371650811 26.84863788556309
85 29 3.6725521300526296 0.013251685944701 23.77973335425129
88 29 0.1 0.04653644650309263 6.786053054007748
86 30 0.1 0.04653644650309263 6.786053054007748
61 31 6.627166503883638 0.024771053109784048 40.376667928121364
89 31 6.627166503883638 0.024771053109784048 40.376667928121364
72 32 8.72720751285132 0.023947079784761034 37.596293080276276
90 32 8.72720751285132 0.023947079784761034 37.596293080276276
67 33 3.7050226461336573 0.005843567024156318 44.7213605495961
68 33 6.421352523056134 0.016233846453549968 20.39188663052659
91 33 0.1 0.011827992935588755 47.19746226472858
92 33 0.1 0.011827992935588755 47.19746226472858
8 34 3.1232335099161856 0.017161615696952487 29.99948978065009
9 34 3.1232335099161856 0.017161615696952487 29.99948978065009
76 34 11.861041923453337 0.03350197402069473 8.585454521445797
77 34 1.928118802107396 0.026565688353401607 8.07359253388728
73 35 2.9047149847115423 0.013164990602473997 25.298978828036027
66 36 5.533382427892779 0.01244631885019199 15.250961918031173
78 36 4.081237666813512 0.023692214291931787 15.721280697673151
79 36 11.847987071770357 0.02485259357830793 10.984091443186012
93 36 11.847987071770357 0.02485259357830793 10.984091443186012
87 40 3.604084201685181 0.013154155075479963 117.49731417614588
94 40 0.1 0.001 8.07359253388728
95 40 0.1 0.001 8.07359253388728
96 45 1.5588454397664635 0.001 44.7213605495961
97 45 0.12959999710321427 0.001 44.7213605495961
